date,AS_MSCI_DM_AD_2022_Q3,meta
2022-08-16 23:59:59,0.0,c
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
0,0.0,
2022-08-17 00:00:00,0.0,
2022-08-17 01:00:00,0.0,
2022-08-17 02:30:00,0.0,
2022-08-17 03:00:00,0.0,
2022-08-17 18:30:00,0.0,
2022-08-17 20:00:00,0.0,
2022-08-17 23:00:00,0.0,
2022-08-17 23:59:59,0.0,c
2022-08-18 00:00:00,0.0,
2022-08-18 01:00:00,0.0,
2022-08-18 02:30:00,0.0,
2022-08-18 03:00:00,0.0,
2022-08-18 18:30:00,0.0,
2022-08-18 20:00:00,0.0,
2022-08-18 23:00:00,0.0,
2022-08-18 23:59:59,0.0,c
2022-08-19 00:00:00,0.0,
2022-08-19 01:00:00,0.0,
2022-08-19 02:30:00,0.0,
2022-08-19 03:00:00,0.0,
2022-08-19 18:30:00,0.0,
2022-08-19 20:00:00,0.0,
2022-08-19 23:00:00,0.0,
2022-08-19 23:59:59,0.0,w
2022-08-22 00:00:00,0.0,
2022-08-22 01:00:00,0.0,
2022-08-22 02:30:00,0.0,
2022-08-22 03:00:00,0.0,
2022-08-22 18:30:00,0.0,
2022-08-22 20:00:00,0.0,
2022-08-22 23:00:00,0.0,
2022-08-22 23:59:59,0.0,c
2022-08-23 00:00:00,0.0,
2022-08-23 01:00:00,0.0,
2022-08-23 02:30:00,0.0,
2022-08-23 03:00:00,0.0,
2022-08-23 18:30:00,0.0,
2022-08-23 20:00:00,0.0,
2022-08-23 23:00:00,0.0,
2022-08-23 23:59:59,0.0,c
2022-08-24 00:00:00,0.0,
2022-08-24 01:00:00,0.0,
2022-08-24 02:30:00,0.0,
2022-08-24 03:00:00,0.0,
2022-08-24 18:30:00,0.0,
2022-08-24 20:00:00,0.0,
2022-08-24 23:00:00,0.0,
2022-08-24 23:59:59,0.0,c
2022-08-25 00:00:00,0.0,
2022-08-25 01:00:00,0.0,
2022-08-25 02:30:00,0.0,
2022-08-25 03:00:00,0.0,
2022-08-25 18:30:00,0.0,
2022-08-25 20:00:00,0.0,
2022-08-25 23:00:00,0.0,
2022-08-25 23:59:59,0.0,c
2022-08-26 00:00:00,0.0,
2022-08-26 01:00:00,0.0,
2022-08-26 02:30:00,0.0,
2022-08-26 03:00:00,0.0,
2022-08-26 18:30:00,0.0,
2022-08-26 20:00:00,0.0,
2022-08-26 23:00:00,0.0,
2022-08-26 23:59:59,0.0,w
2022-08-29 00:00:00,0.0,
2022-08-29 01:00:00,0.0,
2022-08-29 02:30:00,0.0,
2022-08-29 03:00:00,0.0,
2022-08-29 18:30:00,0.0,
2022-08-29 20:00:00,0.0,
2022-08-29 23:00:00,0.0,
2022-08-29 23:59:59,0.0,c
2022-08-30 00:00:00,0.0,
2022-08-30 01:00:00,0.0,
2022-08-30 02:30:00,0.0,
2022-08-30 03:00:00,0.0,
2022-08-30 18:30:00,0.0,
2022-08-30 20:00:00,0.0,
2022-08-30 23:00:00,0.0,
2022-08-30 23:59:59,0.0,c
2022-08-31 00:00:00,0.0,
2022-08-31 01:00:00,0.0,
2022-08-31 02:30:00,0.0,
2022-08-31 03:00:00,0.0,
2022-08-31 18:30:00,0.0,
2022-08-31 20:00:00,0.0,
2022-08-31 23:00:00,0.0,
2022-08-31 23:59:59,0.0,e
2022-09-01 00:00:00,0.0,
2022-09-01 01:00:00,0.0,
2022-09-01 02:30:00,0.0,
2022-09-01 03:00:00,0.0,
2022-09-01 18:30:00,0.0,
2022-09-01 20:00:00,0.0,
2022-09-01 23:00:00,0.0,
2022-09-01 23:59:59,0.0,c
2022-09-02 00:00:00,0.0,
2022-09-02 01:00:00,0.0,
2022-09-02 02:30:00,0.0,
2022-09-02 03:00:00,0.0,
2022-09-02 18:30:00,0.0,
2022-09-02 20:00:00,0.0,
2022-09-02 23:00:00,0.0,
2022-09-02 23:59:59,0.0,w
2022-09-05 00:00:00,0.0,
2022-09-05 01:00:00,0.0,
2022-09-05 02:30:00,0.0,
2022-09-05 03:00:00,0.0,
2022-09-05 18:30:00,0.0,
2022-09-05 20:00:00,0.0,
2022-09-05 23:00:00,0.0,
2022-09-05 23:59:59,0.0,c
2022-09-06 00:00:00,0.0,
2022-09-06 01:00:00,0.0,
2022-09-06 02:30:00,0.0,
2022-09-06 03:00:00,0.0,
2022-09-06 18:30:00,0.0,
2022-09-06 20:00:00,0.0,
2022-09-06 23:00:00,0.0,
2022-09-06 23:59:59,0.0,c
2022-09-07 00:00:00,0.0,
2022-09-07 01:00:00,0.0,
2022-09-07 02:30:00,0.0,
2022-09-07 03:00:00,0.0,
2022-09-07 18:30:00,0.0,
2022-09-07 20:00:00,0.0,
2022-09-07 23:00:00,0.0,
2022-09-07 23:59:59,0.0,c
2022-09-08 00:00:00,0.0,
2022-09-08 01:00:00,0.0,
2022-09-08 02:30:00,0.0,
2022-09-08 03:00:00,0.0,
2022-09-08 18:30:00,0.0,
2022-09-08 20:00:00,0.0,
2022-09-08 23:00:00,0.0,
2022-09-08 23:59:59,0.0,c
2022-09-09 00:00:00,0.0,
2022-09-09 01:00:00,0.0,
2022-09-09 02:30:00,0.0,
2022-09-09 03:00:00,0.0,
2022-09-09 18:30:00,0.0,
2022-09-09 20:00:00,0.0,
2022-09-09 23:00:00,0.0,
2022-09-09 23:59:59,0.0,w
2022-09-12 00:00:00,0.0,
2022-09-12 01:00:00,0.0,
2022-09-12 02:30:00,0.0,
2022-09-12 03:00:00,0.0,
2022-09-12 18:30:00,0.0,
2022-09-12 20:00:00,0.0,
2022-09-12 23:00:00,0.0,
2022-09-12 23:59:59,0.0,c
2022-09-13 00:00:00,0.0,
2022-09-13 01:00:00,0.0,
2022-09-13 02:30:00,0.0,
2022-09-13 03:00:00,0.0,
2022-09-13 18:30:00,0.0,
2022-09-13 20:00:00,0.0,
2022-09-13 23:00:00,0.0,
2022-09-13 23:59:59,0.0,c
2022-09-14 00:00:00,0.0,
2022-09-14 01:00:00,0.0,
2022-09-14 02:30:00,0.0,
2022-09-14 03:00:00,0.0,
2022-09-14 18:30:00,0.0,
2022-09-14 20:00:00,0.0,
2022-09-14 23:00:00,0.0,
2022-09-14 23:59:59,0.0,c
2022-09-15 00:00:00,0.0,
2022-09-15 01:00:00,0.0,
2022-09-15 02:30:00,0.0,
2022-09-15 03:00:00,0.0,
2022-09-15 18:30:00,0.0,
2022-09-15 20:00:00,0.0,
2022-09-15 23:00:00,0.0,
2022-09-15 23:59:59,0.0,c
2022-09-16 00:00:00,0.0,
2022-09-16 01:00:00,0.0,
2022-09-16 02:30:00,0.0,
2022-09-16 03:00:00,0.0,
2022-09-16 18:30:00,0.0,
2022-09-16 20:00:00,0.0,
2022-09-16 23:00:00,0.0,
2022-09-16 23:59:59,0.0,w
2022-09-19 00:00:00,0.0,
2022-09-19 01:00:00,0.0,
2022-09-19 02:30:00,0.0,
2022-09-19 03:00:00,0.0,
2022-09-19 18:30:00,0.0,
2022-09-19 20:00:00,0.0,
2022-09-19 23:00:00,0.0,
2022-09-19 23:59:59,0.0,c
2022-09-20 00:00:00,0.0,
2022-09-20 01:00:00,0.0,
2022-09-20 02:30:00,0.0,
2022-09-20 03:00:00,0.0,
2022-09-20 18:30:00,0.0,
2022-09-20 20:00:00,0.0,
2022-09-20 23:00:00,0.0,
2022-09-20 23:59:59,0.0,c
2022-09-21 00:00:00,0.0,
2022-09-21 01:00:00,0.0,
2022-09-21 02:30:00,0.0,
2022-09-21 03:00:00,0.0,
2022-09-21 18:30:00,0.0,
2022-09-21 20:00:00,0.0,
2022-09-21 23:00:00,0.0,
2022-09-21 23:59:59,0.0,c
2022-09-22 00:00:00,0.0,
2022-09-22 01:00:00,0.0,
2022-09-22 02:30:00,0.0,
2022-09-22 03:00:00,0.0,
2022-09-22 18:30:00,0.0,
2022-09-22 20:00:00,0.0,
2022-09-22 23:00:00,0.0,
2022-09-22 23:59:59,0.0,c
2022-09-23 00:00:00,0.0,
2022-09-23 01:00:00,0.0,
2022-09-23 02:30:00,0.0,
2022-09-23 03:00:00,0.0,
2022-09-23 18:30:00,0.0,
2022-09-23 20:00:00,0.0,
2022-09-23 23:00:00,0.0,
2022-09-23 23:59:59,0.0,w
2022-09-26 00:00:00,0.0,
2022-09-26 01:00:00,0.0,
2022-09-26 02:30:00,0.0,
2022-09-26 03:00:00,0.0,
2022-09-26 18:30:00,0.0,
2022-09-26 20:00:00,0.0,
2022-09-26 23:00:00,0.0,
2022-09-26 23:59:59,0.0,c
2022-09-27 00:00:00,0.0,
2022-09-27 01:00:00,0.0,
2022-09-27 02:30:00,0.0,
2022-09-27 03:00:00,0.0,
2022-09-27 18:30:00,0.0,
2022-09-27 20:00:00,0.0,
2022-09-27 23:00:00,0.0,
2022-09-27 23:59:59,0.0,c
2022-09-28 00:00:00,0.0,
2022-09-28 01:00:00,0.0,
2022-09-28 02:30:00,0.0,
2022-09-28 03:00:00,0.0,
2022-09-28 18:30:00,0.0,
2022-09-28 20:00:00,0.0,
2022-09-28 23:00:00,0.0,
2022-09-28 23:59:59,0.0,c
