date,WMT_WW_2022_Q1,meta
2022-03-16 23:59:59,91.31503918291406,c
2022-03-17 00:00:00,91.31503918291406,
2022-03-17 10:00:00,91.31503918291406,
2022-03-17 10:30:00,91.31503918291406,
2022-03-17 12:00:00,91.31503918291406,
2022-03-17 13:30:00,91.31503918291406,
2022-03-17 15:00:00,91.31503918291406,
2022-03-17 15:30:30,91.31503918291406,
2022-03-17 23:59:59,91.31503918291406,c
2022-03-18 00:00:00,91.31503918291406,
2022-03-18 10:00:00,91.31503918291406,
2022-03-18 10:30:00,91.31503918291406,
2022-03-18 12:00:00,91.31503918291406,
2022-03-18 13:30:00,91.31503918291406,
2022-03-18 15:00:00,91.31503918291406,
2022-03-18 15:30:30,91.31503918291406,
2022-03-18 23:59:59,91.31503918291406,w
2022-03-21 00:00:00,91.31503918291406,
2022-03-21 10:00:00,91.31503918291406,
2022-03-21 10:30:00,91.31503918291406,
2022-03-21 12:00:00,91.31503918291406,
2022-03-21 13:30:00,91.31503918291406,
2022-03-21 15:00:00,91.31503918291406,
2022-03-21 15:30:30,91.31503918291406,
2022-03-21 23:59:59,91.31503918291406,c
2022-03-22 00:00:00,91.31503918291406,
2022-03-22 10:00:00,91.31503918291406,
2022-03-22 10:30:00,91.31503918291406,
2022-03-22 12:00:00,91.31503918291406,
2022-03-22 13:30:00,91.31503918291406,
2022-03-22 15:00:00,91.31503918291406,
2022-03-22 15:30:30,91.31503918291406,
2022-03-22 23:59:59,91.31503918291406,c
2022-03-23 00:00:00,91.31503918291406,
2022-03-23 10:00:00,91.31503918291406,
2022-03-23 10:30:00,91.31503918291406,
2022-03-23 12:00:00,91.31503918291406,
2022-03-23 13:30:00,91.31503918291406,
2022-03-23 15:00:00,91.31503918291406,
2022-03-23 15:30:30,91.31503918291406,
2022-03-23 23:59:59,91.31503918291406,c
2022-03-24 00:00:00,91.31503918291406,
2022-03-24 10:00:00,91.31503918291406,
2022-03-24 10:30:00,91.31503918291406,
2022-03-24 12:00:00,91.31503918291406,
2022-03-24 13:30:00,91.31503918291406,
2022-03-24 15:00:00,91.31503918291406,
2022-03-24 15:30:30,91.31503918291406,
2022-03-24 23:59:59,91.31503918291406,c
2022-03-25 00:00:00,91.31503918291406,
2022-03-25 10:00:00,91.31503918291406,
2022-03-25 10:30:00,91.31503918291406,
2022-03-25 12:00:00,91.31503918291406,
2022-03-25 13:30:00,91.31503918291406,
2022-03-25 15:00:00,91.31503918291406,
2022-03-25 15:30:30,91.31503918291406,
2022-03-25 23:59:59,91.31503918291406,e
2022-03-28 00:00:00,91.31503918291406,
2022-03-28 10:00:00,91.31503918291406,
2022-03-28 10:30:00,91.31503918291406,
2022-03-28 12:00:00,91.31503918291406,
2022-03-28 13:30:00,91.31503918291406,
2022-03-28 15:00:00,91.31503918291406,
2022-03-28 15:30:30,91.31503918291406,
2022-03-28 23:59:59,91.31503918291406,c
2022-03-29 00:00:00,91.31503918291406,
2022-03-29 10:00:00,91.31503918291406,
2022-03-29 10:30:00,91.31503918291406,
2022-03-29 12:00:00,91.31503918291406,
2022-03-29 13:30:00,91.31503918291406,
2022-03-29 15:00:00,91.31503918291406,
2022-03-29 15:30:30,91.31503918291406,
2022-03-29 23:59:59,91.31503918291406,c
2022-03-30 00:00:00,91.31503918291406,
2022-03-30 10:00:00,91.31503918291406,
2022-03-30 10:30:00,91.31503918291406,
2022-03-30 12:00:00,91.31503918291406,
2022-03-30 13:30:00,91.31503918291406,
2022-03-30 15:00:00,91.31503918291406,
2022-03-30 15:30:30,91.31503918291406,
2022-03-30 23:59:59,91.31503918291406,c
2022-03-31 00:00:00,91.31503918291406,
2022-03-31 10:00:00,91.31503918291406,
2022-03-31 10:30:00,91.31503918291406,
2022-03-31 12:00:00,91.31503918291406,
2022-03-31 13:30:00,91.31503918291406,
2022-03-31 15:00:00,91.31503918291406,
2022-03-31 15:30:30,91.31503918291406,
2022-03-31 23:59:59,91.31503918291406,c
2022-04-01 00:00:00,91.31503918291406,
2022-04-01 10:00:00,91.31503918291406,
2022-04-01 10:30:00,91.31503918291406,
2022-04-01 12:00:00,91.31503918291406,
2022-04-01 13:30:00,91.31503918291406,
2022-04-01 15:00:00,91.31503918291406,
2022-04-01 15:30:30,91.31503918291406,
2022-04-01 23:59:59,91.31503918291406,w
